"Run","Assay Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center Name","Consent","Cultivar","DATASTORE filetype","DATASTORE provider","DATASTORE region","dev_stage","Experiment","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Instrument","Library Name","LibraryLayout","LibrarySelection","LibrarySource","Number","Organism","Platform","ReleaseDate","Sample Name","SRA Study","tissue"
"SRR5891955","WGS",300,7195271100,"PRJNA393611","SAMN07341632","Plant",2561603085,"YUNNAN AGRICULTURAL UNIVERSITY","public","Yunikonkaiji","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057797","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-117","PAIRED","RANDOM","GENOMIC",10429,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-117","SRP114740","leaf"
"SRR5891956","WGS",300,7277219400,"PRJNA393611","SAMN07341629","Plant",2709097049,"YUNNAN AGRICULTURAL UNIVERSITY","public","Wuhebaijixin Seedless","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057796","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-382","PAIRED","RANDOM","GENOMIC",10426,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-382","SRP114740","leaf"
"SRR5891957","WGS",300,7800333900,"PRJNA393611","SAMN07341628","Plant",3018338144,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057795","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-357","PAIRED","RANDOM","GENOMIC",10425,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-357","SRP114740","leaf"
"SRR5891958","WGS",300,9946801800,"PRJNA393611","SAMN07341631","Plant",3654125224,"YUNNAN AGRICULTURAL UNIVERSITY","public","Yaniu","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057794","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-100","PAIRED","RANDOM","GENOMIC",10428,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-100","SRP114740","leaf"
"SRR5891959","WGS",300,6331696800,"PRJNA393611","SAMN07341630","Plant",2405824176,"YUNNAN AGRICULTURAL UNIVERSITY","public","Xiaogongzi","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057793","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-291","PAIRED","RANDOM","GENOMIC",10427,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-291","SRP114740","leaf"
"SRR5891960","WGS",300,6854253600,"PRJNA393611","SAMN07341625","Plant",2645463593,"YUNNAN AGRICULTURAL UNIVERSITY","public","Vidal","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057792","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-371","PAIRED","RANDOM","GENOMIC",10422,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-371","SRP114740","leaf"
"SRR5891961","WGS",300,7305188100,"PRJNA393611","SAMN07341624","Plant",2740116043,"YUNNAN AGRICULTURAL UNIVERSITY","public","Ugni Blanc","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057791","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-273","PAIRED","RANDOM","GENOMIC",10421,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-273","SRP114740","leaf"
"SRR5891962","WGS",300,8790480900,"PRJNA393611","SAMN07341627","Plant",3128194005,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057790","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-98","PAIRED","RANDOM","GENOMIC",10424,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-98","SRP114740","leaf"
"SRR5891963","WGS",300,10573358100,"PRJNA393611","SAMN07341626","Plant",3894824906,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057789","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-95","PAIRED","RANDOM","GENOMIC",10423,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-95","SRP114740","leaf"
"SRR5891964","WGS",300,12219249300,"PRJNA393611","SAMN07341572","Plant",4540105713,"YUNNAN AGRICULTURAL UNIVERSITY","public","Ballade","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057788","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-399","PAIRED","RANDOM","GENOMIC",10369,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-399","SRP114740","leaf"
"SRR5891965","WGS",300,7410656400,"PRJNA393611","SAMN07341573","Plant",2656598287,"YUNNAN AGRICULTURAL UNIVERSITY","public","Banana","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057787","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-115","PAIRED","RANDOM","GENOMIC",10370,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-115","SRP114740","leaf"
"SRR5891966","WGS",300,8487900300,"PRJNA393611","SAMN07341566","Plant",3082100447,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-40","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057786","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-49","PAIRED","RANDOM","GENOMIC",10363,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-49","SRP114740","leaf"
"SRR5891967","WGS",300,9537085200,"PRJNA393611","SAMN07341567","Plant",3447705940,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-42","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057785","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-407","PAIRED","RANDOM","GENOMIC",10364,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-407","SRP114740","leaf"
"SRR5891968","WGS",300,5833492200,"PRJNA393611","SAMN07341564","Plant",2209707275,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-81","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057784","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-58","PAIRED","RANDOM","GENOMIC",10361,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-58","SRP114740","leaf"
"SRR5891969","WGS",300,7140103200,"PRJNA393611","SAMN07341565","Plant",2738723488,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057783","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-296","PAIRED","RANDOM","GENOMIC",10362,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-296","SRP114740","leaf"
"SRR5891970","WGS",300,12607499400,"PRJNA393611","SAMN07341570","Plant",4874288501,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-52 (4N)","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057782","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-110","PAIRED","RANDOM","GENOMIC",10367,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-110","SRP114740","leaf"
"SRR5891971","WGS",300,8685052200,"PRJNA393611","SAMN07341571","Plant",3081518069,"YUNNAN AGRICULTURAL UNIVERSITY","public","Alissa","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057781","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-111","PAIRED","RANDOM","GENOMIC",10368,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-111","SRP114740","leaf"
"SRR5891972","WGS",300,7328838000,"PRJNA393611","SAMN07341568","Plant",2816414183,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-52","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057780","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-201","PAIRED","RANDOM","GENOMIC",10365,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-201","SRP114740","leaf"
"SRR5891973","WGS",300,7939144800,"PRJNA393611","SAMN07341569","Plant",2967418928,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-52","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057779","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-109","PAIRED","RANDOM","GENOMIC",10366,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-109","SRP114740","leaf"
"SRR5891974","WGS",300,6353731500,"PRJNA393611","SAMN07341409","Plant",2592848361,"YUNNAN AGRICULTURAL UNIVERSITY","public","Bailey Alicante","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057778","Japan","Asia","Japan","Illumina HiSeq 4000","TA-152","PAIRED","RANDOM","GENOMIC",10206,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-152","SRP114740","leaf"
"SRR5891975","WGS",300,6927102600,"PRJNA393611","SAMN07341408","Plant",2638679695,"YUNNAN AGRICULTURAL UNIVERSITY","public","Baby finger","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057777","Japan","Asia","Japan","Illumina HiSeq 4000","TA-253","PAIRED","RANDOM","GENOMIC",10205,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-253","SRP114740","leaf"
"SRR5891976","WGS",300,9601367700,"PRJNA393611","SAMN07341411","Plant",3488708860,"YUNNAN AGRICULTURAL UNIVERSITY","public","Beni Pizzutello","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057776","Japan","Asia","Japan","Illumina HiSeq 4000","TA-107","PAIRED","RANDOM","GENOMIC",10208,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-107","SRP114740","leaf"
"SRR5891977","WGS",300,7414034700,"PRJNA393611","SAMN07341410","Plant",2927053426,"YUNNAN AGRICULTURAL UNIVERSITY","public","Bailey Alicante A","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057775","Japan","Asia","Japan","Illumina HiSeq 4000","TA-153","PAIRED","RANDOM","GENOMIC",10207,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-153","SRP114740","leaf"
"SRR5891978","WGS",300,7185271800,"PRJNA393611","SAMN07341405","Plant",2620853105,"YUNNAN AGRICULTURAL UNIVERSITY","public","Pizzutello","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057774","Italy","Europe","Italy","Illumina HiSeq 4000","TA-268","PAIRED","RANDOM","GENOMIC",10202,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-268","SRP114740","leaf"
"SRR5891979","WGS",300,12078089100,"PRJNA393611","SAMN07341404","Plant",4469071008,"YUNNAN AGRICULTURAL UNIVERSITY","public","Italia","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057773","Italy","Europe","Italy","Illumina HiSeq 4000","TA-178","PAIRED","RANDOM","GENOMIC",10201,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-178","SRP114740","leaf"
"SRR5891980","WGS",300,5030364300,"PRJNA393611","SAMN07341407","Plant",1930669208,"YUNNAN AGRICULTURAL UNIVERSITY","public","Schiava grossa","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057772","Italy","Europe","Italy","Illumina HiSeq 4000","TA-68","PAIRED","RANDOM","GENOMIC",10204,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-68","SRP114740","leaf"
"SRR5891981","WGS",300,6653964300,"PRJNA393611","SAMN07341406","Plant",2461636990,"YUNNAN AGRICULTURAL UNIVERSITY","public","Sangiovese","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057771","Italy","Europe","Italy","Illumina HiSeq 4000","TA-334","PAIRED","RANDOM","GENOMIC",10203,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-334","SRP114740","leaf"
"SRR5891982","WGS",300,9123864600,"PRJNA393611","SAMN07341413","Plant",3330153868,"YUNNAN AGRICULTURAL UNIVERSITY","public","Benibato","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057770","Japan","Asia","Japan","Illumina HiSeq 4000","TA-108","PAIRED","RANDOM","GENOMIC",10210,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-108","SRP114740","leaf"
"SRR5891983","WGS",300,9578402100,"PRJNA393611","SAMN07341412","Plant",3515166028,"YUNNAN AGRICULTURAL UNIVERSITY","public","Benibarado","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057769","Japan","Asia","Japan","Illumina HiSeq 4000","TA-177","PAIRED","RANDOM","GENOMIC",10209,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-177","SRP114740","leaf"
"SRR5891984","WGS",300,7010412600,"PRJNA393611","SAMN07341399","Plant",2559222433,"YUNNAN AGRICULTURAL UNIVERSITY","public","Agria","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057768","Hungary","Europe","Hungary","Illumina HiSeq 4000","TA-154","PAIRED","RANDOM","GENOMIC",10196,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-154","SRP114740","leaf"
"SRR5891985","WGS",300,9426701400,"PRJNA393611","SAMN07341398","Plant",3485727507,"YUNNAN AGRICULTURAL UNIVERSITY","public","Muscat of Alexandria","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057767","Greece","Europe","Greece","Illumina HiSeq 4000","TA-170","PAIRED","RANDOM","GENOMIC",10195,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-170","SRP114740","leaf"
"SRR5891986","WGS",300,9793972800,"PRJNA393611","SAMN07341401","Plant",3823385635,"YUNNAN AGRICULTURAL UNIVERSITY","public","Harslevelu","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057766","Hungary","Europe","Hungary","Illumina HiSeq 4000","TA-6142","PAIRED","RANDOM","GENOMIC",10198,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6142","SRP114740","leaf"
"SRR5891987","WGS",300,4257839100,"PRJNA393611","SAMN07341400","Plant",1616712005,"YUNNAN AGRICULTURAL UNIVERSITY","public","Gloria Hungariae","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057765","Hungary","Europe","Hungary","Illumina HiSeq 4000","TA-265","PAIRED","RANDOM","GENOMIC",10197,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-265","SRP114740","leaf"
"SRR5891988","WGS",300,6894009300,"PRJNA393611","SAMN07341395","Plant",2679814455,"YUNNAN AGRICULTURAL UNIVERSITY","public","Sori","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057764","Germany","Europe","Germany","Illumina HiSeq 4000","TA-151","PAIRED","RANDOM","GENOMIC",10192,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-151","SRP114740","leaf"
"SRR5891989","WGS",300,10102428900,"PRJNA393611","SAMN07341394","Plant",3817018988,"YUNNAN AGRICULTURAL UNIVERSITY","public","Riesling","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057763","Germany","Europe","Germany","Illumina HiSeq 4000","TA-329","PAIRED","RANDOM","GENOMIC",10191,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-329","SRP114740","leaf"
"SRR5891990","WGS",300,6505626000,"PRJNA393611","SAMN07341397","Plant",2464875452,"YUNNAN AGRICULTURAL UNIVERSITY","public","Muscat Blanc a Petits Grains","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057762","Greece","Europe","Greece","Illumina HiSeq 4000","TA-256","PAIRED","RANDOM","GENOMIC",10194,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-256","SRP114740","leaf"
"SRR5891991","WGS",300,7190506500,"PRJNA393611","SAMN07341396","Plant",2758840499,"YUNNAN AGRICULTURAL UNIVERSITY","public","Flame Muscat","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057761","Greece","Europe","Greece","Illumina HiSeq 4000","TA-260","PAIRED","RANDOM","GENOMIC",10193,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-260","SRP114740","leaf"
"SRR5891992","WGS",300,12780590700,"PRJNA393611","SAMN07341403","Plant",4490261834,"YUNNAN AGRICULTURAL UNIVERSITY","public","Barbera nera","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057760","Italy","Europe","Italy","Illumina HiSeq 4000","TA-301","PAIRED","RANDOM","GENOMIC",10200,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-301","SRP114740","leaf"
"SRR5891993","WGS",300,6412281300,"PRJNA393611","SAMN07341402","Plant",2477214795,"YUNNAN AGRICULTURAL UNIVERSITY","public","Queen of Vineyard","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057759","Hungary","Europe","Hungary","Illumina HiSeq 4000","TA-264","PAIRED","RANDOM","GENOMIC",10199,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-264","SRP114740","leaf"
"SRR5891994","WGS",300,7852833600,"PRJNA393611","SAMN07341502","Plant",3261957647,"YUNNAN AGRICULTURAL UNIVERSITY","public","05-1-003","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057758","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-47","PAIRED","RANDOM","GENOMIC",10299,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-47","SRP114740","leaf"
"SRR5891995","WGS",300,7552808400,"PRJNA393611","SAMN07341503","Plant",3104592117,"YUNNAN AGRICULTURAL UNIVERSITY","public","05-1-056","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057757","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-48","PAIRED","RANDOM","GENOMIC",10300,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-48","SRP114740","leaf"
"SRR5891996","WGS",300,8999697600,"PRJNA393611","SAMN07341500","Plant",3098787046,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-30","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057756","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-50","PAIRED","RANDOM","GENOMIC",10297,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-50","SRP114740","leaf"
"SRR5891997","WGS",300,7283150700,"PRJNA393611","SAMN07341501","Plant",2712107600,"YUNNAN AGRICULTURAL UNIVERSITY","public","05-1-17","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057755","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-310","PAIRED","RANDOM","GENOMIC",10298,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-310","SRP114740","leaf"
"SRR5891998","WGS",300,7777486800,"PRJNA393611","SAMN07341498","Plant",2791239876,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-25","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057754","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-52","PAIRED","RANDOM","GENOMIC",10295,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-52","SRP114740","leaf"
"SRR5891999","WGS",300,9140212800,"PRJNA393611","SAMN07341499","Plant",3318837306,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-29","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057753","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-51","PAIRED","RANDOM","GENOMIC",10296,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-51","SRP114740","leaf"
"SRR5892000","WGS",300,12995226900,"PRJNA393611","SAMN07341496","Plant",4461220659,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-19","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057752","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-55","PAIRED","RANDOM","GENOMIC",10293,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-55","SRP114740","leaf"
"SRR5892001","WGS",300,10948567200,"PRJNA393611","SAMN07341497","Plant",4128088708,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-21","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057751","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-200","PAIRED","RANDOM","GENOMIC",10294,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-200","SRP114740","leaf"
"SRR5892002","WGS",300,13840490100,"PRJNA393611","SAMN07341494","Plant",5147277455,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-13","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057750","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-403","PAIRED","RANDOM","GENOMIC",10291,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-403","SRP114740","leaf"
"SRR5892003","WGS",300,9701220900,"PRJNA393611","SAMN07341495","Plant",3752843339,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-4-17","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057749","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-199","PAIRED","RANDOM","GENOMIC",10292,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-199","SRP114740","leaf"
"SRR5892004","WGS",300,7219457400,"PRJNA393611","SAMN07341618","Plant",2810704506,"YUNNAN AGRICULTURAL UNIVERSITY","public","Shafu seedless","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057748","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-234","PAIRED","RANDOM","GENOMIC",10415,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-234","SRP114740","leaf"
"SRR5892005","WGS",300,5271384000,"PRJNA393611","SAMN07341619","Plant",1961099335,"YUNNAN AGRICULTURAL UNIVERSITY","public","Shanhe4","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057747","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-213","PAIRED","RANDOM","GENOMIC",10416,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-213","SRP114740","leaf"
"SRR5892006","WGS",300,8561767200,"PRJNA393611","SAMN07341620","Plant",3088418167,"YUNNAN AGRICULTURAL UNIVERSITY","public","Shohei Red","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057746","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-64","PAIRED","RANDOM","GENOMIC",10417,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-64","SRP114740","leaf"
"SRR5892007","WGS",300,10412614500,"PRJNA393611","SAMN07341621","Plant",3767762446,"YUNNAN AGRICULTURAL UNIVERSITY","public","Sugraone (4N)","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057745","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-62","PAIRED","RANDOM","GENOMIC",10418,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-62","SRP114740","leaf"
"SRR5892008","WGS",300,7433879700,"PRJNA393611","SAMN07341614","Plant",2915813359,"YUNNAN AGRICULTURAL UNIVERSITY","public","Red Ikawa","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057744","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-375","PAIRED","RANDOM","GENOMIC",10411,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-375","SRP114740","leaf"
"SRR5892009","WGS",300,7526445300,"PRJNA393611","SAMN07341615","Plant",2809996749,"YUNNAN AGRICULTURAL UNIVERSITY","public","Rosaki","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057743","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-91","PAIRED","RANDOM","GENOMIC",10412,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-91","SRP114740","leaf"
"SRR5892010","WGS",300,7984585800,"PRJNA393611","SAMN07341616","Plant",3200500790,"YUNNAN AGRICULTURAL UNIVERSITY","public","Roudingxiang","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057742","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-134","PAIRED","RANDOM","GENOMIC",10413,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-134","SRP114740","leaf"
"SRR5892011","WGS",300,5330697000,"PRJNA393611","SAMN07341617","Plant",2012617624,"YUNNAN AGRICULTURAL UNIVERSITY","public","Sanidoruchu","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057741","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-67","PAIRED","RANDOM","GENOMIC",10414,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-67","SRP114740","leaf"
"SRR5892012","WGS",300,8269447200,"PRJNA393611","SAMN07341299","Plant",2971429971,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057740","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-189","PAIRED","RANDOM","GENOMIC",10096,"Vitis pseudoreticulata","ILLUMINA","2019-03-22T00:00:00Z","TA-189","SRP114740","leaf"
"SRR5892013","WGS",300,8536210500,"PRJNA393611","SAMN07341298","Plant",3142406824,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057739","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-411","PAIRED","RANDOM","GENOMIC",10095,"Vitis piasezkii","ILLUMINA","2019-03-22T00:00:00Z","TA-411","SRP114740","leaf"
"SRR5892014","WGS",300,9341654700,"PRJNA393611","SAMN07341297","Plant",3647859407,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057738","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","Z195","PAIRED","RANDOM","GENOMIC",10094,"Vitis lanceolatifoliosa","ILLUMINA","2019-03-22T00:00:00Z","Z195","SRP114740","leaf"
"SRR5892015","WGS",300,7844758200,"PRJNA393611","SAMN07341296","Plant",2897495218,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057737","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-419","PAIRED","RANDOM","GENOMIC",10093,"Vitis hancockii","ILLUMINA","2019-03-22T00:00:00Z","TA-419","SRP114740","leaf"
"SRR5892016","WGS",300,8232309000,"PRJNA393611","SAMN07341275","Plant",3046378960,"YUNNAN AGRICULTURAL UNIVERSITY","public","Amur Grape\, Mountain Grape","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057736","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-127","PAIRED","RANDOM","GENOMIC",10072,"Vitis amurensis","ILLUMINA","2019-03-22T00:00:00Z","TA-127","SRP114740","leaf"
