sample	unit	platform	fq1	fq2
SRR5891852	TA-300	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891852_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891852_1.fastq.gzTA-300_2.fastq.gz
SRR5891853	TA-282	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891853_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891853_1.fastq.gzTA-282_2.fastq.gz
SRR5891854	TA-251	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891854_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891854_1.fastq.gzTA-251_2.fastq.gz
SRR5891855	TA-257	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891855_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891855_1.fastq.gzTA-257_2.fastq.gz
SRR5891856	TA-113	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891856_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891856_1.fastq.gzTA-113_2.fastq.gz
SRR5891857	TA-389	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891857_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891857_1.fastq.gzTA-389_2.fastq.gz
SRR5891858	TA-132	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891858_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891858_1.fastq.gzTA-132_2.fastq.gz
SRR5891859	TA-269	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891859_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891859_1.fastq.gzTA-269_2.fastq.gz
SRR5891860	TA-270	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891860_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891860_1.fastq.gzTA-270_2.fastq.gz
SRR5891861	TA-81	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891861_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891861_1.fastq.gzTA-81_2.fastq.gz
SRR5891862	TA-6143	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891862_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891862_1.fastq.gzTA-6143_2.fastq.gz
SRR5891863	TA-242	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891863_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891863_1.fastq.gzTA-242_2.fastq.gz
SRR5891864	TA-146	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891864_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891864_1.fastq.gzTA-146_2.fastq.gz
SRR5891865	TA-159	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891865_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891865_1.fastq.gzTA-159_2.fastq.gz
SRR5891866	TA-235	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891866_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891866_1.fastq.gzTA-235_2.fastq.gz
SRR5891867	TA-90	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891867_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891867_1.fastq.gzTA-90_2.fastq.gz
SRR5891868	TA-236	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891868_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891868_1.fastq.gzTA-236_2.fastq.gz
SRR5891869	TA-5895	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891869_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891869_1.fastq.gzTA-5895_2.fastq.gz
SRR5891870	Z139	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891870_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891870_1.fastq.gzZ139_2.fastq.gz
SRR5891871	Z154	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891871_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891871_1.fastq.gzZ154_2.fastq.gz
SRR5891872	Z156	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891872_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891872_1.fastq.gzZ156_2.fastq.gz
SRR5891873	TA-197	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891873_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891873_1.fastq.gzTA-197_2.fastq.gz
SRR5891874	TA-6250	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891874_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891874_1.fastq.gzTA-6250_2.fastq.gz
SRR5891875	TA-6253	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891875_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891875_1.fastq.gzTA-6253_2.fastq.gz
SRR5891876	TA-6254	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891876_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891876_1.fastq.gzTA-6254_2.fastq.gz
SRR5891877	TA-6255	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891877_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891877_1.fastq.gzTA-6255_2.fastq.gz
SRR5891878	TA-6245	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891878_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891878_1.fastq.gzTA-6245_2.fastq.gz
SRR5891879	TA-6246	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891879_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891879_1.fastq.gzTA-6246_2.fastq.gz
SRR5891880	TA-6247	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891880_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891880_1.fastq.gzTA-6247_2.fastq.gz
SRR5891881	TA-6248	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891881_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891881_1.fastq.gzTA-6248_2.fastq.gz
SRR5891882	TA-6256	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891882_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891882_1.fastq.gzTA-6256_2.fastq.gz
SRR5891883	TA-6257	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891883_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891883_1.fastq.gzTA-6257_2.fastq.gz
SRR5891884	TA-173	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891884_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891884_1.fastq.gzTA-173_2.fastq.gz
SRR5891885	TA-97	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891885_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891885_1.fastq.gzTA-97_2.fastq.gz
SRR5891886	TA-379	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891886_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891886_1.fastq.gzTA-379_2.fastq.gz
SRR5891887	TA-369	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891887_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891887_1.fastq.gzTA-369_2.fastq.gz
SRR5891888	TA-362	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891888_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891888_1.fastq.gzTA-362_2.fastq.gz
SRR5891889	TA-220	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891889_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891889_1.fastq.gzTA-220_2.fastq.gz
SRR5891890	TA-241	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891890_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891890_1.fastq.gzTA-241_2.fastq.gz
SRR5891891	TA-155	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891891_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891891_1.fastq.gzTA-155_2.fastq.gz
SRR5891892	TA-156	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891892_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891892_1.fastq.gzTA-156_2.fastq.gz
SRR5891893	TA-417	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891893_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891893_1.fastq.gzTA-417_2.fastq.gz
SRR5891894	TA-392	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891894_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891894_1.fastq.gzTA-392_2.fastq.gz
SRR5891895	TA-92	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891895_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891895_1.fastq.gzTA-92_2.fastq.gz
SRR5891896	TA-272	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891896_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891896_1.fastq.gzTA-272_2.fastq.gz
SRR5891897	TA-367	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891897_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891897_1.fastq.gzTA-367_2.fastq.gz
SRR5891898	TA-281	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891898_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891898_1.fastq.gzTA-281_2.fastq.gz
SRR5891899	TA-330	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891899_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891899_1.fastq.gzTA-330_2.fastq.gz
SRR5891900	TA-266	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891900_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891900_1.fastq.gzTA-266_2.fastq.gz
SRR5891901	TA-378	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891901_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891901_1.fastq.gzTA-378_2.fastq.gz
SRR5891902	TA-143	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891902_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891902_1.fastq.gzTA-143_2.fastq.gz
SRR5891903	TA-214	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891903_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891903_1.fastq.gzTA-214_2.fastq.gz
SRR5891904	TA-144	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891904_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891904_1.fastq.gzTA-144_2.fastq.gz
SRR5891905	TA-82	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891905_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891905_1.fastq.gzTA-82_2.fastq.gz
SRR5891906	TA-130	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891906_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891906_1.fastq.gzTA-130_2.fastq.gz
SRR5891907	TA-243	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891907_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891907_1.fastq.gzTA-243_2.fastq.gz
SRR5891908	TA-175	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891908_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891908_1.fastq.gzTA-175_2.fastq.gz
SRR5891909	TA-163	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891909_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891909_1.fastq.gzTA-163_2.fastq.gz
SRR5891910	TA-305	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891910_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891910_1.fastq.gzTA-305_2.fastq.gz
SRR5891911	TA-167	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891911_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891911_1.fastq.gzTA-167_2.fastq.gz
SRR5891912	TA-6121	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891912_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891912_1.fastq.gzTA-6121_2.fastq.gz
SRR5891913	TA-5875	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891913_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891913_1.fastq.gzTA-5875_2.fastq.gz
SRR5891914	TA-6125	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891914_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891914_1.fastq.gzTA-6125_2.fastq.gz
SRR5891915	TA-5911	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891915_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891915_1.fastq.gzTA-5911_2.fastq.gz
SRR5891916	TA-6123	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891916_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891916_1.fastq.gzTA-6123_2.fastq.gz
SRR5891917	TA-3	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891917_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891917_1.fastq.gzTA-3_2.fastq.gz
SRR5891918	TA-390	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891918_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891918_1.fastq.gzTA-390_2.fastq.gz
SRR5891919	TA-6132	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891919_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891919_1.fastq.gzTA-6132_2.fastq.gz
SRR5891920	TA-6128	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891920_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891920_1.fastq.gzTA-6128_2.fastq.gz
SRR5891921	TA-316	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891921_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891921_1.fastq.gzTA-316_2.fastq.gz
SRR5891922	TA-75	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891922_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891922_1.fastq.gzTA-75_2.fastq.gz
SRR5891923	TA-327	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891923_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891923_1.fastq.gzTA-327_2.fastq.gz
SRR5891924	TA-74	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891924_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891924_1.fastq.gzTA-74_2.fastq.gz
SRR5891925	TA-326	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891925_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891925_1.fastq.gzTA-326_2.fastq.gz
SRR5891926	TA-73	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891926_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891926_1.fastq.gzTA-73_2.fastq.gz
SRR5891927	TA-325	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891927_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891927_1.fastq.gzTA-325_2.fastq.gz
SRR5891928	TA-69	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891928_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891928_1.fastq.gzTA-69_2.fastq.gz
SRR5891929	Z146	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891929_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891929_1.fastq.gzZ146_2.fastq.gz
SRR5891930	TA-45	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891930_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891930_1.fastq.gzTA-45_2.fastq.gz
SRR5891931	TA-76	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891931_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891931_1.fastq.gzTA-76_2.fastq.gz
SRR5891932	Z191	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891932_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891932_1.fastq.gzZ191_2.fastq.gz
SRR5891933	TA-99	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891933_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891933_1.fastq.gzTA-99_2.fastq.gz
SRR5891934	TA-6244	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891934_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891934_1.fastq.gzTA-6244_2.fastq.gz
SRR5891935	TA-6243	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891935_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891935_1.fastq.gzTA-6243_2.fastq.gz
SRR5891936	TA-6238	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891936_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891936_1.fastq.gzTA-6238_2.fastq.gz
SRR5891937	TA-6237	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891937_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891937_1.fastq.gzTA-6237_2.fastq.gz
SRR5891938	TA-6242	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891938_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891938_1.fastq.gzTA-6242_2.fastq.gz
SRR5891939	TA-6239	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891939_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891939_1.fastq.gzTA-6239_2.fastq.gz
SRR5891940	TA-6234	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891940_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891940_1.fastq.gzTA-6234_2.fastq.gz
SRR5891941	TA-6233	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891941_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891941_1.fastq.gzTA-6233_2.fastq.gz
SRR5891942	TA-6236	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891942_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891942_1.fastq.gzTA-6236_2.fastq.gz
SRR5891943	TA-6235	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891943_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891943_1.fastq.gzTA-6235_2.fastq.gz
SRR5891944	TA-190	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891944_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891944_1.fastq.gzTA-190_2.fastq.gz
SRR5891945	Z180	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891945_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891945_1.fastq.gzZ180_2.fastq.gz
SRR5891946	TA-124	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891946_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891946_1.fastq.gzTA-124_2.fastq.gz
SRR5891947	TA-7415	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891947_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891947_1.fastq.gzTA-7415_2.fastq.gz
SRR5891948	TA-420	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891948_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891948_1.fastq.gzTA-420_2.fastq.gz
SRR5891949	Z178	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891949_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891949_1.fastq.gzZ178_2.fastq.gz
SRR5891950	TA-186	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891950_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891950_1.fastq.gzTA-186_2.fastq.gz
SRR5891951	TA-373	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891951_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891951_1.fastq.gzTA-373_2.fastq.gz
SRR5891952	Z13	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891952_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891952_1.fastq.gzZ13_2.fastq.gz
SRR5891953	Z6	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891953_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891953_1.fastq.gzZ6_2.fastq.gz
SRR5891954	TA-61	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891954_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891954_1.fastq.gzTA-61_2.fastq.gz
SRR5891955	TA-117	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891955_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891955_1.fastq.gzTA-117_2.fastq.gz
SRR5891956	TA-382	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891956_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891956_1.fastq.gzTA-382_2.fastq.gz
SRR5891957	TA-357	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891957_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891957_1.fastq.gzTA-357_2.fastq.gz
SRR5891958	TA-100	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891958_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891958_1.fastq.gzTA-100_2.fastq.gz
SRR5891959	TA-291	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891959_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891959_1.fastq.gzTA-291_2.fastq.gz
SRR5891960	TA-371	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891960_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891960_1.fastq.gzTA-371_2.fastq.gz
SRR5891961	TA-273	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891961_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891961_1.fastq.gzTA-273_2.fastq.gz
SRR5891962	TA-98	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891962_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891962_1.fastq.gzTA-98_2.fastq.gz
SRR5891963	TA-95	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891963_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891963_1.fastq.gzTA-95_2.fastq.gz
SRR5891964	TA-399	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891964_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891964_1.fastq.gzTA-399_2.fastq.gz
SRR5891965	TA-115	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891965_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891965_1.fastq.gzTA-115_2.fastq.gz
SRR5891966	TA-49	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891966_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891966_1.fastq.gzTA-49_2.fastq.gz
SRR5891967	TA-407	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891967_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891967_1.fastq.gzTA-407_2.fastq.gz
SRR5891968	TA-58	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891968_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891968_1.fastq.gzTA-58_2.fastq.gz
SRR5891969	TA-296	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891969_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891969_1.fastq.gzTA-296_2.fastq.gz
SRR5891970	TA-110	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891970_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891970_1.fastq.gzTA-110_2.fastq.gz
SRR5891971	TA-111	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891971_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891971_1.fastq.gzTA-111_2.fastq.gz
SRR5891972	TA-201	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891972_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891972_1.fastq.gzTA-201_2.fastq.gz
SRR5891973	TA-109	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891973_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891973_1.fastq.gzTA-109_2.fastq.gz
SRR5891974	TA-152	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891974_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891974_1.fastq.gzTA-152_2.fastq.gz
SRR5891975	TA-253	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891975_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891975_1.fastq.gzTA-253_2.fastq.gz
SRR5891976	TA-107	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891976_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891976_1.fastq.gzTA-107_2.fastq.gz
SRR5891977	TA-153	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891977_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891977_1.fastq.gzTA-153_2.fastq.gz
SRR5891978	TA-268	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891978_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891978_1.fastq.gzTA-268_2.fastq.gz
